MD,k,phi,GR,AT90,RHOZ,NPHI,DTCO,PEFZ,NMRFF,NMREFF,NMRTOT
5247.8,895.0,17.7,13.111227,930.5791,2.4722276,0.07716969,62.70692,4.3143983,0.07349123,0.097755834,0.09775987
5248.15,1100.0,13.3,12.203913,1126.8004,2.5111437,0.08597644,64.0383,4.1553698,0.07665279,0.10006553,0.10867392
5248.45,1220.0,20.8,12.272155,1274.637,2.4708197,0.12706509,65.4942,4.8663154,0.07130238,0.10412247,0.1134304
5248.9,440.0,23.1,12.302333,1412.5696,2.4539204,0.14734952,65.91197,5.0063705,0.100341596,0.13571696,0.13690215
5248.95,13.4,17.6,12.356463,1428.49,2.4640732,0.14695096,65.90592,4.9243727,0.10528883,0.13857478,0.14074443
5249.45,0.002,3.4,12.792659,1417.6636,2.4353168,0.1310614,65.94583,5.217349,0.11088707,0.13671848,0.13671848
5249.8,1.17,12.1,12.620058,1338.963,2.4184687,0.13833979,65.936745,5.1897697,0.09975566,0.1334962,0.1334962
5250.0,0.145,9.7,13.353818,1148.0514,2.419627,0.13089076,65.83338,5.2362185,0.10207611,0.13355085,0.13355085
5250.15,187.0,16.5,14.162758,873.36536,2.4274976,0.13247737,65.5697,5.291284,0.110416204,0.13609165,0.13609165
5250.55,93.6,9.9,18.397648,757.4288,2.4679615,0.13371901,64.50555,4.810998,0.107718065,0.13576914,0.13632569
5250.85,0.164,8.3,24.199944,567.4869,2.473658,0.1272652,63.44849,5.0198994,0.09657753,0.13183612,0.1327838
5251.15,0.0,8.1,24.67514,598.50616,2.495247,0.12152919,62.165462,4.458395,0.083516866,0.12995484,0.1301414
5251.5,0.034,6.8,14.366666,787.8566,2.5326226,0.0834156,61.637207,4.532538,0.08447327,0.11937068,0.11950445
5251.85,0.386,7.5,12.554638,1026.6309,2.4902332,0.0965485,62.165497,4.8622003,0.071080014,0.098819755,0.098819755
5252.3,3.77,10.2,11.110359,1337.6677,2.4878566,0.10968442,64.81934,4.7819414,0.08170971,0.107004754,0.107004754
5252.65,0.001,3.0,10.873993,1558.4523,2.432017,0.13036363,66.717705,5.063885,0.097146295,0.12978785,0.13019155
5252.95,0.314,7.2,10.153194,1684.7606,2.444428,0.13641442,68.26315,5.1460304,0.117786646,0.15212394,0.15322381
5253.35,108.0,14.2,8.692651,1767.0521,2.442818,0.14250462,67.836205,5.475107,0.1345357,0.15272976,0.1527397
5253.65,0.567,7.4,9.285917,1767.6072,2.4669666,0.13003737,68.15556,5.4784164,0.12374374,0.1485137,0.15315442
5254.1,34.9,9.0,11.624589,1726.5021,2.471958,0.09654264,68.39202,4.5782886,0.12023459,0.13568501,0.13946961
5254.4,0.083,4.3,10.291118,1694.7455,2.5139778,0.101875335,68.010864,4.0862412,0.088870056,0.11755575,0.1175558
5254.7,0.0,6.4,11.313495,1689.8312,2.4430318,0.11700723,66.836266,4.7759514,0.06749831,0.113942385,0.113942385
5255.05,18.2,13.0,10.678502,1721.884,2.4487028,0.10277803,68.1301,4.419774,0.09853684,0.129806,0.13221912
5260.85,0.315,6.0,16.821938,1738.317,2.448311,0.08415933,61.362507,5.455767,0.09789143,0.11595483,0.11597003
5261.55,265.0,9.7,19.192392,1692.5131,2.5972826,0.060525957,61.686783,5.033158,0.08477738,0.102963544,0.10651676
5267.65,0.107,10.1,19.543283,1614.9255,2.5235343,0.08235468,58.462696,5.7269874,0.060182676,0.09290327,0.094863325
5283.0,35.85,9.6,19.62178,1531.7917,2.528328,0.14889285,60.833786,5.5407577,0.07521477,0.10439058,0.10443356
5295.2,0.049,6.2,12.537055,1546.6407,2.5337517,0.14475992,64.238335,8.795578,0.06440688,0.085496284,0.098009884
5314.2,378.8,16.7,13.757372,1801.0265,2.422468,0.102270335,62.614777,5.7828217,0.09094075,0.11268333,0.11981514
5329.7,0.0,2.2,15.019117,1542.6366,2.5665188,0.09932529,49.831886,6.068346,0.055651445,0.07836002,0.08040119
5337.2,0.068,2.8,10.43467,1585.4973,2.528027,0.0718012,62.14512,5.4949517,0.048028637,0.070129864,0.07745984
5344.0,0.0,2.2,16.417402,1097.0187,2.4621372,0.090817615,61.996056,6.004655,0.05221636,0.08531533,0.0857233
5359.9,0.0,4.1,17.108587,1420.787,2.536959,0.05984086,59.661087,5.4627934,0.03425,0.053476185,0.06306249
5363.0,0.49,6.1,18.27103,1058.0648,2.535487,0.09100862,63.928738,6.022315,0.048400316,0.07925506,0.07962712
5364.15,1.55,15.0,30.031378,60.50327,2.4446125,0.22234084,68.09163,5.354233,0.13137615,0.17101285,0.18129455
5364.5,34.9,12.8,39.92456,88.85118,2.413962,0.21544273,68.04585,5.233103,0.14903724,0.17229217,0.17230348
5365.2,111.0,14.0,47.384068,178.68462,2.3945255,0.23297891,67.086334,5.49595,0.16021399,0.18771552,0.19284955
5365.85,63.6,13.1,40.141647,72.07811,2.436375,0.20653635,64.50467,5.494516,0.14216913,0.1744713,0.17448209
5366.15,71.2,12.5,42.54247,35.886265,2.4530654,0.17619137,64.52135,5.6226077,0.13441435,0.16485447,0.16485746
5366.45,227.0,16.2,39.071426,29.04021,2.4618244,0.16556865,64.3672,5.483517,0.119712725,0.15328343,0.15363312
5367.1,9.66,14.2,34.770267,54.087597,2.4843323,0.19311185,64.47692,5.0323977,0.11863202,0.15244377,0.16136612
5367.5,1.99,10.3,21.042606,134.28041,2.4724836,0.17394647,63.96859,5.223278,0.12252506,0.16551667,0.16859132
5368.6,572.0,19.2,25.18525,30.36506,2.4738455,0.1804344,64.25286,5.2870445,0.10559966,0.14576039,0.15071738
5368.7,47.1,14.0,27.53538,33.060467,2.4612103,0.178058,64.90826,5.333421,0.10582295,0.14504035,0.14976399
5369.65,67.1,16.3,48.640575,13.484386,2.520617,0.17233308,65.50533,5.109152,0.08763665,0.1317687,0.13481513
5371.45,322.0,15.4,48.211273,338.1862,2.410112,0.22866234,68.65275,5.2279263,0.16229983,0.18253513,0.18253843
5372.75,149.0,12.4,19.296913,13.039471,2.4300046,0.20834936,65.26058,5.386896,0.10590094,0.16043563,0.16682525
5376.0,1.69,6.8,18.78095,1804.9133,2.45659,0.11901227,67.56493,5.6601663,0.103226416,0.11905956,0.119122505
5378.7,0.044,7.6,16.293941,1773.6338,2.484399,0.1066044,66.835304,5.3059716,0.11322478,0.12887262,0.12910669
5382.05,0.0,6.0,12.207183,9.833743,2.518944,0.12572527,62.683487,6.149378,0.07205124,0.10237923,0.11718975
5382.15,255.0,12.6,13.532898,23.302536,2.5402215,0.12665822,62.723404,6.106866,0.07205124,0.10237923,0.11718975
5382.35,166.0,10.3,14.131701,24.772932,2.5449378,0.12717979,63.372013,5.8339715,0.05545648,0.07948883,0.096331134
5382.65,1680.0,8.9,14.924747,25.726469,2.4895937,0.122758344,64.7785,5.5372815,0.07064095,0.09591044,0.107350096
5383.2,1050.0,12.3,17.129553,23.22858,2.411165,0.20617752,65.85402,5.848442,0.14178754,0.1833798,0.19539542
5384.0,0.49,6.0,22.08042,23.896408,2.468692,0.17355554,64.12832,5.5688,0.10396232,0.1408519,0.14102021
5384.2,0.012,7.1,18.205477,1818.9277,2.651412,0.085218325,56.99493,6.8157463,0.09078597,0.10446917,0.10454681
5384.3,836.0,12.2,24.715149,101.09242,2.453776,0.19700684,64.00061,5.4191456,0.13017897,0.1657858,0.1657888
5384.6,395.0,13.9,21.571434,234.53474,2.4776385,0.20599113,63.612606,5.529885,0.13117109,0.16970414,0.16970715
5384.95,0.637,5.8,15.089192,472.988,2.468461,0.20011675,65.11457,5.8227468,0.117713906,0.16238192,0.16538344
5385.25,0.001,1.4,15.238894,80.46096,2.45439,0.17260626,64.0308,6.072925,0.11115668,0.1592418,0.16404243
5385.65,0.019,2.6,15.000211,54.614864,2.4817371,0.18385345,63.464436,6.5652986,0.093393676,0.1429515,0.14727029
5385.8,0.137,6.6,14.157283,64.768715,2.484753,0.18924642,63.54271,6.835005,0.08927231,0.14143033,0.14496696
5386.55,3600.0,16.0,17.708815,485.55493,2.4783084,0.1818618,64.07361,6.4505215,0.08220708,0.13290142,0.14485405
5386.85,2430.0,15.9,18.335945,252.20305,2.5042994,0.15669167,62.55341,5.8573723,0.084724925,0.13303715,0.14520474
5387.15,2020.0,11.4,23.524427,95.463905,2.4772947,0.15243724,61.305164,6.02227,0.097477876,0.14206989,0.14616412
5387.5,1930.0,14.1,21.221382,46.40779,2.5028834,0.14459084,60.352074,6.76779,0.11220442,0.15394427,0.15498218
5387.8,3130.0,10.3,18.291773,33.32773,2.5344312,0.10736367,60.082226,7.3737736,0.098587535,0.13223505,0.13547848
5387.9,1680.0,15.1,19.917328,32.899895,2.461989,0.07446221,59.95768,7.906312,0.06383242,0.0973979,0.105606265
5388.4,0.411,7.9,18.682596,33.390694,2.1425211,0.19806024,63.167904,9.267107,0.03314833,0.15821418,0.17364913
5389.0,0.0,0.01,19.65425,48.98455,2.4467835,0.22017233,66.07829,6.2220397,0.081941076,0.1602776,0.16623387
5390.05,108.0,10.9,16.70056,312.18045,2.3853793,0.17515467,66.54463,6.2478156,0.13112447,0.16835582,0.1750244
5390.2,0.565,7.9,14.894589,265.07043,2.3955188,0.17658582,66.41339,6.262331,0.12865551,0.17015952,0.17816062
5391.2,0.013,3.0,13.067621,1839.5168,2.5690563,0.055840287,56.819866,5.5602474,0.058525227,0.06936151,0.06938246
5391.3,648.0,19.0,15.459842,51.459568,2.4944594,0.21471992,69.63688,8.620249,0.050009668,0.1275009,0.12750392
5392.35,196.0,16.4,10.318454,14.314435,2.488171,0.16744879,69.79465,7.888371,0.055443183,0.13895357,0.14293207
5393.0,20.5,11.1,10.165233,17.473589,2.5603943,0.1277162,53.83335,6.7893953,0.03666748,0.10868054,0.1086919
5393.3,558.0,16.7,11.676609,15.114781,2.5213537,0.10639964,57.75531,6.3216248,0.041273005,0.09561813,0.096644826
5393.75,556.0,17.0,21.148626,17.469378,2.5599248,0.11636619,59.717392,4.9685903,0.052102216,0.105467126,0.110337086
5394.0,319.0,14.0,26.559439,21.271276,2.5056279,0.13528028,60.6264,4.5259213,0.070009805,0.100232095,0.1004984
5394.55,856.0,14.7,29.18439,19.080828,2.3749568,0.23395927,63.0263,5.990399,0.10262273,0.12793782,0.12795477
5394.85,725.0,17.4,28.562834,22.310667,2.3942862,0.21469402,68.055176,6.2687283,0.1484873,0.18652424,0.18652725
5394.95,0.044,9.6,28.17192,28.4734,2.4011345,0.19252113,69.73473,5.8029165,0.16141282,0.20341118,0.20377581
5395.15,423.0,15.1,25.47731,42.442886,2.3943408,0.18221964,70.22629,5.342273,0.16141282,0.20341118,0.20377581
5395.45,97.0,12.8,33.053852,120.54295,2.3644085,0.2008044,70.403404,5.3040624,0.1627407,0.19553536,0.19790675
5396.05,363.0,20.0,27.09675,288.19843,2.5482042,0.21802996,70.45199,4.61001,0.15485571,0.18042976,0.18049182
5396.35,91.0,19.4,29.820318,75.21035,2.5346868,0.16806968,69.30949,4.3238773,0.11594193,0.14493228,0.1449374
5396.65,0.0,0.01,32.514927,26.77839,2.51868,0.15421505,68.46046,4.38925,0.09639283,0.12148442,0.121533535
5396.95,604.0,13.8,29.820318,15.733343,2.4914126,0.21513169,67.55938,4.517707,0.098243624,0.11783561,0.11783862
5397.2,157.0,14.0,28.191614,11.95914,2.4160273,0.2527896,67.50795,4.9628177,0.12751776,0.15069894,0.15139608
5398.35,9.11,6.8,30.718521,14.326456,2.4546275,0.19900863,69.42498,4.9139233,0.1173122,0.15033261,0.15172182
5398.65,56.3,12.2,36.069138,16.834087,2.5002,0.20817587,67.52551,4.6461425,0.11888418,0.15941483,0.15945251
5398.95,22.6,9.3,36.7691,16.618,2.5146391,0.17638583,65.19935,4.478775,0.11517133,0.15317532,0.15350111
5399.25,297.0,12.9,32.13705,13.428293,2.5335972,0.14966659,64.527405,4.323748,0.104951106,0.13712193,0.14047895
5399.35,59.2,10.9,27.484993,17.017223,2.5435722,0.12026937,64.35393,4.2381654,0.09365827,0.1259585,0.12705213
5399.55,43.2,13.0,28.92212,25.878351,2.5325048,0.1283862,64.29932,4.342237,0.08496225,0.11486173,0.115007006
5399.85,53.3,12.2,31.588846,86.714554,2.4474947,0.2154725,63.851,5.661015,0.08917087,0.11935472,0.11935773
5400.25,94.8,12.0,27.408348,66.20811,2.398801,0.24942313,65.37368,6.7600336,0.14863329,0.20129386,0.20129688
5400.55,249.0,11.9,28.203558,29.076862,2.4088788,0.2432836,67.242386,5.7483754,0.1536694,0.20319131,0.20323136
5401.65,718.0,14.1,34.85026,7.209247,2.4360306,0.21252817,66.96972,5.649333,0.13187814,0.15770234,0.15860716
5401.95,639.0,13.5,34.456226,23.34641,2.4661274,0.186164,66.12518,5.451059,0.13211028,0.15494911,0.15642893
5402.25,620.0,12.6,42.89934,25.344751,2.4780154,0.16177925,64.23391,5.1603794,0.13003553,0.15278131,0.15539637
5402.55,1230.0,12.5,36.43378,18.270216,2.4836977,0.17523979,63.43345,5.1291733,0.12232965,0.14726143,0.15454724
5402.75,354.0,11.3,35.76123,14.619746,2.4886327,0.18029079,63.43423,5.158967,0.12232965,0.14726143,0.15454724
5402.85,961.0,11.7,33.818428,12.270944,2.4816957,0.17335448,63.48795,5.258257,0.11602736,0.14007702,0.14997447
5403.15,598.0,14.2,27.12571,9.85385,2.4580095,0.19471033,63.44239,5.325602,0.10477058,0.13083899,0.13436957
5403.45,2560.0,15.6,22.09577,11.0468855,2.44788,0.19550593,63.25236,5.278244,0.10495202,0.13118897,0.13169014
5403.75,0.034,6.7,21.353075,9.400533,2.4727635,0.16789937,63.593857,5.2247987,0.112361535,0.1369198,0.1369228
5404.4,0.16,5.6,19.041878,10.005567,2.46775,0.15770184,64.35332,5.879908,0.10845141,0.13756931,0.13813838
5404.85,29.1,12.9,16.88619,17.690643,2.459055,0.17903562,64.49196,7.031562,0.0891894,0.1312254,0.13600267
5405.95,0.001,5.7,21.728226,20.703472,2.469745,0.19259152,66.18081,5.3130713,0.10975396,0.15057722,0.16721848
5406.05,0.001,2.9,21.130621,17.505238,2.4673316,0.18663447,66.431175,5.335192,0.10726199,0.14332284,0.16291174
5406.25,0.0,3.2,23.049067,13.74288,2.466291,0.18484057,66.056725,5.425005,0.106650025,0.13738818,0.1552839
5406.5,2.46,9.1,21.531649,10.947563,2.4728808,0.18024059,66.125145,5.786599,0.10431138,0.13252442,0.14419
5406.8,429.0,15.4,22.789133,12.637322,2.4552836,0.16675113,66.12246,6.0103354,0.09884408,0.13015203,0.13172
5407.15,1190.0,13.7,21.197573,12.420944,2.458183,0.19552656,64.79987,5.8615613,0.10863322,0.14436729,0.14481805
5407.75,2150.0,14.9,19.041885,21.623652,2.5316067,0.13281327,57.581738,4.706828,0.0991398,0.138795,0.13908738
5408.05,98.4,10.2,21.89147,25.788715,2.5921614,0.082425706,57.760643,4.2602596,0.09250756,0.12556076,0.12765665
5415.0,355.6,20.4,22.161114,1827.1073,2.3007107,0.17473198,66.141365,5.320413,0.17560181,0.1839719,0.1839719
5418.6,0.0,1.4,20.519266,12.024226,2.6419775,0.12942612,62.64548,4.5584273,0.013441137,0.035606425,0.06788221
5420.7,0.028,2.4,16.116453,1826.9448,2.6052005,0.04166808,54.57998,6.2680736,0.0732163,0.08141698,0.08141823
5423.7,1.77,14.1,19.032763,1827.7744,2.4214835,0.124289885,66.76384,5.431506,0.14438175,0.15721323,0.15754624
5424.0,27.6,15.2,40.42212,5.905,2.5277863,0.21469666,62.395718,3.1523323,0.00027543318,0.020537987,0.048192848
5428.0,0.029,2.1,14.617001,1827.7263,2.5330803,0.06691314,64.38965,5.512511,0.072599895,0.08275158,0.08275158
5429.8,0.001,8.5,29.282438,12.040865,2.5872834,0.14456284,67.21927,5.3744698,0.0016404327,0.019711135,0.061156265
5431.2,0.92,10.0,13.938154,1829.3715,2.4956768,0.081804514,63.70351,5.416967,0.08764366,0.09557496,0.10033586
5435.5,0.925,6.8,11.2484045,1837.0975,2.4366064,0.12624942,65.908844,5.15788,0.08077571,0.124482326,0.12523419
5450.0,2.79,12.2,22.537579,918.8996,2.4771438,0.17886215,65.86409,4.3116,0.16371535,0.20000695,0.20041423
5453.0,43.1,16.2,34.25385,1396.3385,2.3623524,0.23711674,71.64694,4.5789976,0.12253237,0.13911816,0.14221005
5457.2,2.59,11.4,22.615606,1827.6761,2.4042797,0.12787002,68.185326,5.321493,0.11939082,0.13246357,0.13312015
5458.0,772.0,20.0,21.608595,1293.351,2.3658113,0.21804495,69.42828,4.9031014,0.15598087,0.1925248,0.1925411
5459.0,482.0,21.1,18.998669,741.41583,2.4806223,0.17817706,62.82063,4.384272,0.13488574,0.18105114,0.18105125
5460.8,96.7,16.8,19.865223,1417.8202,2.3680606,0.23345491,70.70588,5.0753846,0.13905054,0.1672807,0.16728969
5462.7,765.0,16.5,20.158842,105.34858,2.4386353,0.18199104,66.10057,4.6768184,0.14695016,0.17651567,0.17651737
5467.2,30.57,9.9,21.974836,1820.549,2.4036162,0.112513565,65.223045,5.3732457,0.10197068,0.12751538,0.12753366
5467.7,397.0,18.9,26.097311,25.35732,2.5203748,0.23255758,59.012432,4.046099,0.14655988,0.16852395,0.16852409
5469.0,63.1,20.8,20.862957,1193.364,2.3265996,0.24779029,73.66637,4.4775486,0.15628956,0.19850026,0.20228268
5472.5,27.8,15.3,21.317871,981.8295,2.3020349,0.22424999,75.24756,5.0503793,0.095107116,0.11673621,0.11673634
5474.6,0.0,3.3,36.461803,55.97016,2.6626,0.107759856,54.315025,3.7803323,0.15471436,0.18349364,0.18450958
5478.0,947.0,20.8,23.203905,1306.5168,2.3849041,0.19155128,67.45384,4.552339,0.09042566,0.12317112,0.12317125
5479.2,224.0,18.0,19.655289,863.6781,2.3824656,0.21732418,68.7971,4.6633887,0.04015591,0.062144354,0.069021255
5485.2,2.26,9.9,27.223305,1818.4674,2.520959,0.06945908,66.59752,5.0324054,0.08346231,0.10459573,0.112796165
5487.5,0.0,9.1,21.32718,23.872704,2.5323005,0.17754759,63.58761,4.4810925,0.008011839,0.030878408,0.0655673
5496.8,31.3,16.0,22.025341,32.996643,2.51041,0.18530443,64.40336,4.546956,8.897867e-05,0.009790494,0.04527244
5508.2,17.23,7.3,24.121735,1827.4182,2.3938646,0.10633948,61.881535,4.968721,0.12405086,0.13989334,0.13999672
5516.9,0.0,0.9,48.166626,167.60036,2.3821871,0.23528972,69.0683,2.8483179,0.019517485,0.02858703,0.02859806
5522.3,0.008,8.0,33.70172,10.708438,2.6272051,0.10603259,60.513084,4.5995007,0.006406476,0.022782374,0.051021237
5531.2,0.011,5.1,60.198555,4.213483,2.586404,0.14268458,63.59339,4.5869756,0.003399898,0.0065592905,0.046975162
5536.2,0.829,7.2,30.672102,1826.281,2.565603,0.045825224,55.249996,5.2884393,0.061664723,0.07442299,0.07449853
5541.2,0.064,6.6,41.985207,4.525473,2.588932,0.14434172,64.93338,4.587898,0.002894367,0.013523996,0.04676127
5541.7,0.313,5.2,29.622898,1828.2953,2.534022,0.06652187,58.164474,4.8620524,0.07992262,0.087113984,0.087121576
5558.7,0.027,2.2,20.103325,1819.582,2.5565016,0.06223267,58.072155,5.3973947,0.055466566,0.060492232,0.06314935
5567.5,0.0,4.3,23.58361,6.8559365,2.5364962,0.09170647,63.041878,2.4712133,0.03366017,0.04967829,0.06559061
5574.0,47.3,21.2,28.000065,43.720943,2.4151788,0.12765123,62.15662,3.1640446,0.04649124,0.090655446,0.091028824
5577.8,0.0,2.4,40.744595,20.344408,2.523131,0.12746663,60.10499,4.357852,0.041524064,0.06798239,0.09422322
5586.1,0.001,6.4,39.5243,15.52593,2.520566,0.08641089,58.35221,3.8331082,0.011065163,0.026458248,0.06939747
5589.0,0.032,8.3,58.55219,3.7804291,2.5248399,0.21618375,76.11296,3.9615924,0.013621045,0.031725787,0.065714054
5613.1,0.0,3.5,53.11773,8.297945,2.570882,0.15428203,65.981316,4.795392,0.0034790754,0.030940708,0.06665577
5625.5,0.037,6.0,47.590233,7.5123887,2.5851116,0.14076486,66.85396,4.5171824,0.0033476357,0.029091597,0.059334867
5715.15,0.036,6.6,54.626095,45.572468,2.5845525,0.06856653,57.281326,4.242327,0.0006850096,0.00093962735,0.0009396652
5715.45,0.516,8.1,52.230045,20.734453,2.6092556,0.053917356,55.04429,4.669455,0.00048551513,0.00067552895,0.0006755668
5715.95,0.011,5.6,47.76588,22.19306,2.66658,0.07761467,55.13355,4.73726,0.0005576876,0.00067469035,0.00081554276
5716.5,0.0,5.0,48.577076,33.97449,2.6698775,0.06910191,54.167152,4.730953,0.00045083225,0.0006652244,0.0007247006
5716.7,0.133,7.9,49.92248,42.158237,2.6662486,0.07922469,54.312893,4.744846,0.00052501983,0.00069415243,0.0008600244
5717.0,0.541,9.5,50.199524,104.36899,2.629255,0.08413058,54.36924,4.5736966,0.00062589993,0.000769092,0.001008052
5717.3,0.149,8.2,36.10758,184.2999,2.5597079,0.12529367,58.95837,4.0279355,0.0010757853,0.001221613,0.0013457709
5717.55,14.9,16.1,29.63965,280.82956,2.5854435,0.08183635,57.513096,3.9208903,0.0005331833,0.0007710774,0.00078591384
5718.4,0.0,0.0,19.161764,138.59294,2.5955207,0.0787555,55.621326,4.7697277,0.0007051851,0.000991336,0.0011312497
5718.8,0.02,5.9,24.238602,109.3863,2.6202254,0.09486341,56.23612,4.6280985,0.0005367576,0.00077899155,0.0009716952
